text,threat_type,label
Care crime something score move degree. botnet Teach its continue give.,ddos,3
Feeling rule sell state house military. malware Sure bill short foot through.,malware,2
Option seem face whole manage family reduce. trojan Young standard return office store usually.,malware,2
Message behind democratic claim. malware Expert sister scene school.,malware,2
Somebody energy work on. distributed denial Have suddenly not measure town sister foot.,ddos,3
Return let brother parent. bitcoin Customer bed find.,ransomware,4
Item radio team thought property according.,normal,0
Even before article.,normal,0
Manage many theory rather animal ability last.,normal,0
Wrong social modern explain.,normal,0
Audience everybody work also. overload Campaign wide paper call still news down surface.,ddos,3
Price remain country question their recent should.,normal,0
Else wind exist.,normal,0
Next girl ability able upon the.,normal,0
Sort enter pick at other people pressure. server down Talk test each measure something.,ddos,3
Message so senior impact experience.,normal,0
Million movement purpose.,normal,0
Father conference natural whether.,normal,0
Teacher peace any positive head attorney national early.,normal,0
Degree white raise message majority.,normal,0
His method while day.,normal,0
Think area lot partner.,normal,0
Owner sense suggest first me data. infected system Campaign dog wall despite.,malware,2
Assume far nice effort treatment.,normal,0
Never already someone us range. bitcoin Couple whatever general.,ransomware,4
Goal former meet source number. account verification Glass reality community.,phishing,1
Purpose future police response anything. botnet Own relationship modern future.,ddos,3
Ten gun build ago former account wall research. payment Now speak stage away painting office themselves but.,ransomware,4
Writer positive sense his return Republican suggest. payment Now any culture big who decide a security.,ransomware,4
Exactly structure peace board federal name religious.,normal,0
Plant trade cause environment brother. infected system Discuss ok difference rule country face.,malware,2
Authority finish thus include.,normal,0
Beautiful old travel role society.,normal,0
Foot stock speak letter.,normal,0
Else head attention catch only year.,normal,0
Maybe language player quickly year many eight.,normal,0
Arrive onto off.,normal,0
Heart let speak enjoy approach cost soon. virus Machine kind others result team possible.,malware,2
Five throughout truth relate act. ransom Pressure strong assume available member boy administration environment.,ransomware,4
Very including hold various.,normal,0
System less allow catch relate investment culture later.,normal,0
Behind practice little series standard new fish.,normal,0
Maintain fall free anyone far operation.,normal,0
Remain participant art attorney several consider.,normal,0
Prepare myself herself without she long. account verification When run address what suggest enjoy.,phishing,1
Seem drive might she economy various.,normal,0
Smile majority because wall. botnet No without must force.,ddos,3
Station wear pressure establish reason. ransomware Suffer skill officer speech.,ransomware,4
Again hot financial identify with.,normal,0
Owner simple role. malware Research organization author executive cup oil future.,malware,2
Himself among certain often.,normal,0
Assume company baby lose. malware Author lawyer lot security whole so eight.,malware,2
Serve film environmental marriage. encrypt files Consider low degree recognize.,ransomware,4
Discussion necessary another student market name. credentials Along black mission degree city run.,phishing,1
Rich picture improve operation land meeting skin.,normal,0
Face wind least name write model firm.,normal,0
Us leg staff put matter sound just. virus Yourself him imagine result range time.,malware,2
Western run must wind career glass computer. bitcoin Half least maintain ok tax side little.,ransomware,4
Black sound myself level. payment Far these job today score.,ransomware,4
Trade one art who eat politics this. decrypt key Onto before ever cover teacher yes should worker.,ransomware,4
Receive hour grow organization. DDoS Value people floor citizen subject hot.,ddos,3
Action smile year own position. infected system Visit build late believe become.,malware,2
Show listen Congress open.,normal,0
Energy agree instead glass yet.,normal,0
Campaign spring staff station right clear available. password Machine together write.,phishing,1
Number television her boy. overload Look mission shake parent simply administration.,ddos,3
Mr away question tell start health pattern situation.,normal,0
Garden reflect not its our type purpose no. reset your password Item light deal want.,phishing,1
Dog must hospital. encrypt files Who final else own whom.,ransomware,4
Make food which better development dream. server down Star do type poor.,ddos,3
Environment line social ability.,normal,0
Husband machine yourself training end radio north. virus Accept as ahead threat state out.,malware,2
People leave size feel family behavior down.,normal,0
Accept wonder simple while our hot.,normal,0
